8.733333,134.454047,17.972046,34.192304,2
8.614814,86.302237,4.168373,40.0,2
-4.333333,138.880782,2.721256,27.122605,2
8.602531,51.356913,18.061923,47.188993,2
-0.0,1.95173,14.033748,68.333333,3
-4.36266,106.456614,0.354636,41.428771,2
-3.780947,55.878393,19.711002,50.696989,3
4.666667,189.246031,11.338251,37.278451,2
8.733333,181.288653,11.979483,31.981457,2
8.733333,78.536915,13.341729,63.47095,3
-4.337934,4.971047,16.729597,46.806638,2
8.733333,134.287359,18.817631,31.196184,2
8.733333,167.434127,8.423106,13.222719,1
4.666667,194.299928,1.862282,25.17049,2
8.733333,11.386577,16.145213,39.496205,2
0.0,90.064763,7.303765,68.268108,3
0.211387,116.49406,18.47449,62.226541,3
8.733333,137.327563,8.177913,13.222719,1
8.710609,143.886551,18.220736,32.960275,2
8.733333,130.00815,3.88341,19.327424,1
4.749161,145.38291,2.849437,24.652787,1
-5.509081,74.769533,19.357439,69.419681,3
8.606922,116.316417,0.969741,29.251559,2
8.615446,23.223703,15.10784,40.0,2
4.982862,11.530872,16.143004,46.018998,2
5.639167,195.953045,9.617794,17.943211,1
8.696152,56.964745,8.356456,33.697171,2
4.46872,118.99486,21.552464,42.904831,2
1.569744,192.432206,8.777855,36.655909,2
-4.348994,37.155653,9.684112,31.615823,2
6.418728,38.607963,3.449774,20.577727,1
0.0,68.328821,7.172754,66.339246,3
-0.744046,186.579579,6.909362,38.470552,2
0.0,78.133507,19.679015,85.495664,4
-6.713589,54.643342,5.434532,32.185656,2
8.606421,30.389416,6.834938,13.263466,1
5.728301,79.421769,8.995116,41.948075,2
-0.635086,74.944493,15.57624,85.297977,4
8.733333,26.222941,3.160027,13.222719,1
0.0,87.008144,19.169085,84.912249,4
0.0,18.302633,1.82943,40.0,2
4.833042,122.925392,10.158232,36.525665,2
7.15583,2.195818,0.668559,13.89649,1
8.722314,114.652077,16.570412,51.82973,3
-4.352375,157.945972,15.400939,67.990734,3
3.297574,47.073355,4.719269,45.11171,2
4.681215,89.603943,14.957903,71.874432,3
4.726229,113.871637,12.260439,49.589482,2
6.63848,12.280288,18.714936,30.977739,2
8.617869,99.257777,12.288441,51.822081,3
-4.094402,128.463047,19.839021,41.33747,2
5.011175,44.253146,9.229389,34.4895,2
0.325684,167.411289,7.878824,39.334247,2
-6.397811,194.215046,10.757725,32.113758,2
-4.333333,169.274578,5.631167,27.122605,2
4.238231,101.199891,20.441724,49.903183,2
8.733333,55.775122,10.26865,34.918227,2
-0.0,149.323444,5.588173,40.0,2
1.056502,47.386077,9.486806,50.144025,3
0.0,191.469056,15.45566,68.333333,3
8.646427,124.052007,8.851257,24.653839,1
-4.46262,120.052429,4.000482,38.454967,2
3.764001,34.5209,18.837525,42.80629,2
5.983553,18.069348,12.852427,35.693471,2
8.473727,51.052441,8.218733,30.674276,2
8.733333,171.714106,4.87728,13.222719,1
4.666667,182.213411,4.817871,25.17049,2
-4.333726,139.926753,11.489114,41.990883,2
0.0,145.036471,9.5353,40.0,2
-8.40181,45.977216,16.308688,50.358357,3
8.393752,115.210691,1.549892,29.784412,2
0.0,162.125621,18.641336,55.267187,3
8.733333,80.768674,14.957365,68.308631,3
-4.398136,197.687853,3.006333,26.758771,2
8.733333,17.999763,18.884848,30.048193,2
