136,0,25,0,4
142,4,27,0,2
90,-20,8,0,2
123,-6,15,0,4
95,-17,12,0,2
119,-7,16,0,3
56,-35,10,0,3
88,-22,18,0,1
62,-32,15,0,3
72,-30,17,0,3
59,-34,18,0,3
92,-18,22,0,2
103,-14,22,0,2
74,-29,20,0,2
67,-31,22,0,2
75,-28,28,0,2
64,-32,28,0,1
63,-32,19,0,2
110,-12,20,0,2
114,-10,24,0,2
117,-8,27,0,2
126,-5,25,0,1
127,-5,28,0,2
104,-14,28,0,2
98,-16,24,0,2
89,-22,25,0,2
93,-18,27,0,2
96,-17,28,0,3
112,-11,2,0,4
102,-14,0,0,3
131,-2,0,0,3
47,-39,25,0,2
23,-46,29,0,2
22,-46,28,0,2
48,-38,13,0,2
46,-39,8,0,4
44,-40,5,0,2
36,-43,19,0,1
35,-43,9,0,2
16,-47,18,0,3
17,-47,21,0,2
12,-48,25,0,1
7,-49,12,0,4
5,-50,27,0,3
4,-50,24,0,2
11,-48,-2,0,3
