214,46,-27,1,critical
213,46,-34,1,critical
219,47,-37,1,critical
217,47,-47,1,critical
193,36,-44,1,critical
185,32,-37,1,critical
188,35,-38,1,critical
201,41,-27,1,critical
180,29,-37,1,critical
181,29,-33,1,critical
189,35,-30,1,critical
186,33,-33,1,critical
218,47,-46,1,critical
211,46,-46,1,critical
212,46,-38,1,critical
222,48,-25,1,critical
200,40,-32,1,critical
171,22,-38,1,critical
144,6,-44,1,critical
158,15,-35,1,critical
177,26,-46,1,critical
175,24,-44,1,critical
179,27,-41,1,critical
172,22,-30,1,critical
140,3,-5,1,critical
141,4,-8,1,critical
155,11,-15,1,critical
150,10,-16,1,critical
151,10,-15,1,critical
154,11,-16,1,critical
168,19,-11,1,critical
153,11,-28,1,critical
128,-3,-31,1,critical
134,0,-34,1,critical
121,-6,-36,1,critical
118,-7,-46,1,critical
137,2,-49,1,critical
149,9,-47,1,critical
147,8,-37,1,critical
