85,-22,-48,0,1
65,-31,-49,0,2
71,-30,-25,0,2
70,-30,-29,0,2
69,-30,-34,0,2
78,-25,-42,0,1
68,-30,-42,0,2
66,-31,-39,0,1
55,-35,-46,0,4
60,-33,-30,0,2
58,-34,-27,0,2
50,-37,-40,0,2
51,-37,-36,0,4
52,-37,-27,0,2
42,-40,-27,0,2
49,-37,-46,0,2
45,-39,-37,0,2
37,-41,-30,0,2
32,-44,-26,0,3
31,-44,-29,0,1
33,-43,-33,0,2
30,-44,-39,0,2
41,-40,-40,0,4
40,-40,-44,0,4
53,-36,-43,0,2
61,-32,-8,0,2
54,-36,-11,0,4
34,-43,-11,0,2
26,-45,-17,0,2
27,-45,-10,0,1
28,-45,-7,0,2
21,-46,-19,0,2
20,-46,-20,0,1
19,-46,-26,0,2
18,-46,-28,0,1
25,-45,-45,0,2
24,-45,-49,0,2
8,-48,-43,0,2
9,-48,-38,0,2
14,-47,-25,0,2
15,-47,-22,0,2
3,-50,-3,0,4
10,-48,-20,0,1
6,-49,-18,0,3
2,-50,-40,0,2
1,-50,-43,0,1
13,-47,-46,0,2
29,-44,-48,0,4
39,-40,-50,0,1
76,-26,-50,0,2
81,-24,-50,0,2
99,-15,-41,0,3
111,-11,-38,0,3
